number,state,title,url,created_at,updated_at,closed_at,merged_at,user,labels,seed_title_match,discovered_from_issue_timeline,referenced_seed_issues_in_body,base_ref,head_ref,merged,changed_files,additions,deletions,files_downloaded,reviews_downloaded,review_comments_downloaded,issue_comments_downloaded,body_excerpt
8228,closed,fix: fix TestPGCoordinatorDual_Mainline flake,https://github.com/coder/coder/pull/8228,2023-06-27T11:50:17Z,2023-06-28T07:38:00Z,2023-06-28T07:37:46Z,2023-06-28T07:37:46Z,spikecurtis,,True,False,,main,spike/pgcoordinator-test-flake,True,2,47,59,2,2,2,0,"Fixes the test flake seen here: https://github.com/coder/coder/actions/runs/5376578815/jobs/9753922291?pr=8195 What was happening is that there was a duplicate update pushed, due to races in the test between connecting the clients, agents, and initial heartbeats. We attempt to suppress duplicates by serializing the updates to JSON, and comparing with the last update, but this is sensitive to ordering of the nodes. Ultimately, the updates are idempotent, so dupes are benign. I'm not going to get "
8369,closed,chore(coderd/database): fix test flake in TestUserLastSeenFilter,https://github.com/coder/coder/pull/8369,2023-07-07T13:04:30Z,2023-07-07T13:29:02Z,2023-07-07T13:28:46Z,2023-07-07T13:28:46Z,johnstcn,,True,False,,main,cj/Flake/TestUserLastSeenFilter,True,1,1,1,1,1,0,0,
8576,closed,test(testutil): increase wait times to reduce flakes,https://github.com/coder/coder/pull/8576,2023-07-18T14:00:46Z,2023-07-18T14:26:11Z,2023-07-18T14:25:55Z,2023-07-18T14:25:55Z,mafredri,,True,False,,main,mafredri/test-bump-timings,True,2,6,6,2,2,0,0,This is a test to see if https://github.com/coder/coder/pull/8561 is a culprit to increased flakeyness by improving in-memory networking performance enough to more easily cause 5-second delays due to WireGuard handshake retry.
8612,closed,test(coderd): fix `TestWorkspaceWatcher` flake,https://github.com/coder/coder/pull/8612,2023-07-19T22:48:23Z,2023-07-19T23:04:22Z,2023-07-19T23:03:57Z,2023-07-19T23:03:57Z,coadler,,True,False,,main,colin/workspacewatch-flake,True,1,11,10,1,1,0,0,"A previous PR removed the provisioner close, causing the cancel to race with the build completing."
8613,closed,test(agent): fix `TestAgent_Metadata/Once` flake,https://github.com/coder/coder/pull/8613,2023-07-19T23:51:59Z,2023-07-20T18:50:04Z,2023-07-20T18:49:45Z,2023-07-20T18:49:45Z,coadler,,True,False,,main,colin/metadata-flake,True,4,87,41,4,1,0,1,"There's a race condition between checking `lastCollectedAts` and spawning the singleflight that could cause a metadata to execute multiple times, even if specified to run once. This moves the `lastCollectedAts` check to inside the singleflight to actually ensure the validity of the checks. Also fixes an issue where the context timeout could be 0. [Latest failure](https://github.com/coder/coder/actions/runs/5604743672/jobs/10253076364)"
8645,closed,chore: update nix flake to include sqlc v1.19.0,https://github.com/coder/coder/pull/8645,2023-07-21T12:12:11Z,2023-07-21T12:22:02Z,2023-07-21T12:21:44Z,2023-07-21T12:21:44Z,mtojek,,True,False,,main,nix-update-sqlc-1.19,True,1,6,6,1,1,0,1,Spotted in https://github.com/coder/coder/pull/8644 `make gen` is failing on Mac with the following complain: ```bash make gen generate models.go:16:2: no required module provides package github.com/tabbed/pqtype; to add it: go get github.com/tabbed/pqtype make: *** [Makefile:506: coderd/database/querier.go] Error 1 make: *** Deleting file 'coderd/database/querier.go' ``` I presume that we have to update the dependency on `sqlc` to v1.19.
8652,closed,chore(coderd/util/tz): skip flaky test under windows,https://github.com/coder/coder/pull/8652,2023-07-21T16:09:01Z,2023-07-21T16:32:07Z,2023-07-21T16:31:52Z,2023-07-21T16:31:52Z,johnstcn,,True,False,,main,cj/tz-windows-flake,True,1,4,0,1,1,0,0,Tested this on a windows VM and it worked fine.
8715,closed,chore: update nix flake to include sqlc v1.19.1,https://github.com/coder/coder/pull/8715,2023-07-25T09:05:22Z,2023-07-25T09:09:28Z,2023-07-25T09:09:17Z,2023-07-25T09:09:17Z,mtojek,,True,False,,main,fix-sqlc-1.19.1,True,1,3,3,1,1,0,0,Related: https://github.com/NixOS/nixpkgs/pull/245006 This PR updates dependency on sqlc v1.19.1 as currently `make gen` fails with: ``` generate models.go:16:2: no required module provides package github.com/tabbed/pqtype; to add it: go get github.com/tabbed/pqtype make: *** [Makefile:511: coderd/database/querier.go] Error 1 make: *** Deleting file 'coderd/database/querier.go ```
8755,closed,chore: fix workspace proxy flake,https://github.com/coder/coder/pull/8755,2023-07-26T23:36:46Z,2023-07-26T23:50:39Z,2023-07-26T23:50:26Z,2023-07-26T23:50:26Z,coadler,,True,False,,main,colin/workspaceproxy-flake,True,1,1,1,1,1,0,0,https://github.com/coder/coder/actions/runs/5674701372/job/15378720827?pr=8753
8806,closed,fix(cli): stat: set --host arg in TestStatCPUCmd to avoid test flakes in containers,https://github.com/coder/coder/pull/8806,2023-07-31T10:08:19Z,2023-08-04T15:15:49Z,2023-08-04T15:15:34Z,2023-08-04T15:15:33Z,johnstcn,,True,False,,main,cj/fix-stat-test-cpu,True,1,2,2,1,1,0,0,
8952,closed,chore: fix `TestBatchStats` flake,https://github.com/coder/coder/pull/8952,2023-08-08T00:17:55Z,2023-08-08T02:55:45Z,2023-08-08T02:55:31Z,2023-08-08T02:55:31Z,coadler,,True,False,,main,colin/batcher-flake,True,3,20,19,3,1,0,0,
8953,closed,chore: fix `TestTailnet/ForcesWebSockets` flake,https://github.com/coder/coder/pull/8953,2023-08-08T00:26:44Z,2023-08-08T02:17:54Z,2023-08-08T02:17:40Z,2023-08-08T02:17:40Z,coadler,,True,False,,main,colin/tailnet-flake,True,3,3,3,3,1,0,0,
9197,closed,chore(flake.nix): add gcloud and kubectl to flake,https://github.com/coder/coder/pull/9197,2023-08-18T18:23:10Z,2023-08-18T18:29:38Z,2023-08-18T18:29:25Z,2023-08-18T18:29:25Z,johnstcn,,True,False,,main,cj/nix-gcloud-kubectl,True,2,8,4,2,1,0,0,
9202,closed,fix: add sapling to the nix flake,https://github.com/coder/coder/pull/9202,2023-08-18T21:36:23Z,2023-08-18T21:41:15Z,2023-08-18T21:41:03Z,2023-08-18T21:41:03Z,kylecarbs,,True,False,,main,saplingnix,True,1,3,1,1,1,0,0,
9215,closed,fix(flake.nix): add gcloud auth plugin,https://github.com/coder/coder/pull/9215,2023-08-21T10:54:33Z,2023-08-21T10:58:52Z,2023-08-21T10:58:34Z,2023-08-21T10:58:34Z,johnstcn,,True,False,,main,cj/nix-gcloud-auth-plugin,True,2,7,4,2,1,0,0,
9219,closed,chore(flake.nix): add kubectx,https://github.com/coder/coder/pull/9219,2023-08-21T12:03:20Z,2023-08-21T12:54:34Z,2023-08-21T12:54:23Z,2023-08-21T12:54:23Z,mafredri,,True,False,,main,mafredri/chore-add-kubectx,True,1,1,0,1,1,0,0,"I ran the flake update command but it didn't produce any lockfile changes, is that correct?"
9224,closed,chore: add dependencies for js-test to our nix flake,https://github.com/coder/coder/pull/9224,2023-08-21T14:58:33Z,2023-08-21T15:03:49Z,2023-08-21T15:03:33Z,2023-08-21T15:03:33Z,kylecarbs,,True,False,,main,testdeps,True,1,3,0,1,1,0,0,
9262,closed,chore: fix flake in TestDERPHeaders,https://github.com/coder/coder/pull/9262,2023-08-23T07:21:14Z,2023-08-23T11:03:56Z,2023-08-23T11:03:39Z,2023-08-23T11:03:39Z,deansheather,,True,False,9107,main,dean/fix-cli-flake,True,1,5,1,1,1,0,0,Closes #9107
9330,closed,fix: fix test flake introduced by #9264,https://github.com/coder/coder/pull/9330,2023-08-25T09:12:21Z,2023-08-25T10:48:56Z,2023-08-25T10:48:43Z,2023-08-25T10:48:43Z,spikecurtis,,True,False,,main,spike/fix-templateversions_test,True,3,22,8,3,3,0,2,Missed one!
9656,closed,test: fix flaky TestPatchTemplateMeta/Modified,https://github.com/coder/coder/pull/9656,2023-09-13T09:06:51Z,2023-09-13T09:35:06Z,2023-09-13T09:34:53Z,2023-09-13T09:34:53Z,mtojek,,True,False,,main,9546-patch-metadata,True,1,2,0,1,1,0,0,"Fixes: https://github.com/coder/coder/issues/9546 This PR adjusts the ""Modified"" test to wait for the provisioner job to finish before proceeding with the meta update. According to the [log output](https://github.com/coder/coder/actions/runs/6096050093/job/16540816865?pr=9522#step:5:261), provisioning was still in progress while the test cleanup was performed."
9666,closed,test: fix flaky: TestDeleteTemplate/NoWorkspaces,https://github.com/coder/coder/pull/9666,2023-09-13T14:48:45Z,2023-09-13T15:05:21Z,2023-09-13T15:05:08Z,2023-09-13T15:05:08Z,mtojek,,True,False,,main,fix-flaky-delete-template,True,1,1,0,1,1,0,0,It seems to be the same root cause as https://github.com/coder/coder/commit/e2579e944037bff083419c5313d98ec58389213a.
9680,closed,test: fix flaky TestPostWorkspacesByOrganization/TemplateNoTTL,https://github.com/coder/coder/pull/9680,2023-09-14T07:46:05Z,2023-09-14T09:20:22Z,2023-09-14T09:20:09Z,2023-09-14T09:20:09Z,mtojek,,True,False,,main,fix-test-delete-workspace-no-workspaces,True,1,4,0,1,1,0,0,"Spotted in: https://github.com/coder/coder/actions/runs/6174322059/job/16759012795 Again, provisioning job in progress during cleanup."
9709,closed,chore: fix test flake in TestProvisionerd,https://github.com/coder/coder/pull/9709,2023-09-15T22:09:21Z,2023-09-18T16:23:38Z,2023-09-18T16:23:23Z,2023-09-18T16:23:23Z,sreya,,True,False,9340,main,jon/fixprovisionerflake,True,1,37,19,1,2,0,0,fixes #9340 I ran this with `go test -v -race -count=10000 -run TestProvisionerd/InstantClose` after fixing and was unable to trigger so I think this should fix the problem.
9746,closed,chore: fix flake in tunnel,https://github.com/coder/coder/pull/9746,2023-09-18T11:55:34Z,2023-09-19T18:55:11Z,2023-09-19T18:54:56Z,2023-09-19T18:54:56Z,deansheather,,True,False,,main,dean/fix-tunneld-tests,True,1,24,13,1,1,0,0,"Retry to create the tunnel server multiple times in case the port is taken. We can't pass a listener in because of how wireguard is designed, so sadly this is the best solution I can see. Closes https://github.com/coder/coder/issues/9745"
9798,closed,test(site): fix terminal page test flakiness,https://github.com/coder/coder/pull/9798,2023-09-20T18:02:43Z,2023-09-20T18:19:42Z,2023-09-20T18:19:28Z,2023-09-20T18:19:28Z,BrunoQuaresma,,True,False,,main,bq/fix-terminal-flake,True,1,5,1,1,1,0,0,Try to fix https://github.com/coder/coder/issues/9762
9865,closed,fix: resolve flake in log sender by checking context,https://github.com/coder/coder/pull/9865,2023-09-25T22:00:04Z,2023-09-25T22:19:42Z,2023-09-25T22:19:28Z,2023-09-25T22:19:28Z,kylecarbs,,True,False,,main,patchwait,True,1,1,1,1,1,0,0,See: https://github.com/coder/coder/actions/runs/6305051172/job/17117693579
9928,closed,test: fix flaky TestCreateValidateRichParameters/ValidateString,https://github.com/coder/coder/pull/9928,2023-09-29T10:36:12Z,2023-09-29T10:55:06Z,2023-09-29T10:54:52Z,2023-09-29T10:54:52Z,mtojek,,True,False,,main,fix-flaky-create,True,1,6,3,1,1,0,0,"Spotted in: https://github.com/coder/coder/actions/runs/6328948621/job/17188404038 ``` ptytest.go:131: 2023-09-27 16:54:38.747: cmd: ""string_parameter"" create_test.go:448: 2023-09-27 16:54:38.749: cmd: matched ""string_parameter"" = ""string_parameter"" create_test.go:449: 2023-09-27 16:54:38.749: cmd: stdin: ""$$\r\n"" ptytest.go:131: 2023-09-27 16:54:38.749: cmd: ""> Enter a value (default: \""\""): can't validate build parameter \""string_parameter\"": this is error (value \""$$\"" does not match \""^[a-z]"
9931,closed,test: fix flaky TestPostWorkspacesByOrganization/Create,https://github.com/coder/coder/pull/9931,2023-09-29T12:52:16Z,2023-09-29T13:06:47Z,2023-09-29T13:06:21Z,2023-09-29T13:06:21Z,mtojek,,True,False,,main,fix-flaky-create,True,1,26,15,1,1,0,0,Fixes: https://github.com/coder/coder/issues/9785
10066,closed,chore: increase `ForceCancelInterval` for test flakes,https://github.com/coder/coder/pull/10066,2023-10-04T21:10:18Z,2023-10-04T21:16:56Z,2023-10-04T21:16:39Z,2023-10-04T21:16:39Z,kylecarbs,,True,False,,main,forcecancel,True,1,2,2,1,1,0,0,See https://github.com/coder/coder/actions/runs/6411239320/job/17406394658
10106,closed,chore(site): skip flaky test,https://github.com/coder/coder/pull/10106,2023-10-06T13:04:21Z,2024-04-07T00:05:29Z,2023-10-06T17:50:03Z,,BrunoQuaresma,,True,False,,main,bq/skip-flake,False,1,1,1,1,1,0,0,
10110,closed,chore: fix servertailnet test flake,https://github.com/coder/coder/pull/10110,2023-10-06T16:16:54Z,2023-10-06T16:32:09Z,2023-10-06T16:31:54Z,2023-10-06T16:31:54Z,coadler,,True,False,,main,colin/chorefixservertailnettestflake,True,2,9,3,2,1,0,1,https://github.com/coder/coder/actions/runs/6424100765/job/17444018788?pr=10083#step:5:771
10222,closed,chore(enterprise/cli): fix test flake in TestServerDBCrypt,https://github.com/coder/coder/pull/10222,2023-10-11T16:01:15Z,2023-10-11T16:38:39Z,2023-10-11T16:38:20Z,2023-10-11T16:38:20Z,johnstcn,,True,False,,main,cj/flake/TestServerDBCrypt,True,1,8,0,1,1,0,0,Fixes https://github.com/coder/coder/issues/10219
10252,closed,fix(scaletest): fix flake in Test_Runner/Cleanup,https://github.com/coder/coder/pull/10252,2023-10-13T09:55:39Z,2023-10-16T11:37:25Z,2023-10-16T11:37:12Z,2023-10-16T11:37:12Z,johnstcn,,True,False,,main,cj/flake/test-runner-cleanup-pending-build,True,10,60,31,10,4,6,0,"Fixes https://github.com/coder/coder/issues/10240 From the linked issue: - We get to the `require.Eventually` that asserts that the build was canceled - This times out after 10 seconds - It appears that the build job never got canceled after 10 seconds - It also appears that a second build never got created - We unfortunately appear to be missing cleanup logs in the output, so hard to troubleshoot further. Based on the above, it looks like a race between `runner.Cleanup` doing its thing and the "
10384,closed,test(agent): fix service banner trim test flake,https://github.com/coder/coder/pull/10384,2023-10-23T14:21:13Z,2023-10-23T15:07:14Z,2023-10-23T15:07:00Z,2023-10-23T15:07:00Z,mafredri,,True,False,,main,mafredri/test-agent-fix-banner-trim,True,1,7,2,1,1,0,0,https://github.com/coder/coder/actions/runs/6613588583/job/17961742768?pr=10377
10387,closed,test(coderd): fix TestWorkspaceBuild flake,https://github.com/coder/coder/pull/10387,2023-10-23T16:25:27Z,2023-10-23T16:46:12Z,2023-10-23T16:45:55Z,2023-10-23T16:45:55Z,mafredri,,True,False,10335,main,mafredri/test-coderd-fix-wb-flake,True,1,5,7,1,1,0,0,Fixes #10335
10390,closed,test(cli): fix TestServer flake due to DNS lookup,https://github.com/coder/coder/pull/10390,2023-10-23T17:45:17Z,2023-10-24T19:12:17Z,2023-10-24T19:12:03Z,2023-10-24T19:12:03Z,mafredri,,True,False,,main,mafredri/test-cli-fix-dns-flake,True,1,8,0,1,1,0,0,"Occasionally we see networking issues on GitHub actions, and DNS lookups are just an extra point-of-failure. I've added a fast-track list for `example.com` and `google.com` when running as a test. This should hopefully help reduce flakes like this: https://github.com/coder/coder/actions/runs/6616368262/job/17970506089"
